standort_id,gattung,art,name,zeit
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-03T09:37:59Z
12,Procyon,lotor,Northern Raccoon,2021-09-10T06:20:07Z
12,Capreolus,capreolus,European Roe Deer,2021-10-16T07:52:29Z
12,NA,NA,Blank,2021-10-15T04:05:41Z
12,NA,NA,Blank,2021-10-28T13:12:15Z
12,NA,NA,Blank,2021-09-11T11:19:21Z
12,NA,NA,Blank,2021-09-17T18:48:44Z
7,NA,NA,Blank,2021-09-30T01:33:54Z
13,NA,NA,Blank,2021-09-29T07:55:19Z
13,NA,NA,Blank,2021-10-04T14:44:14Z
13,NA,NA,Blank,2021-10-04T22:57:32Z
12,NA,NA,Blank,2021-10-05T17:55:14Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-30T11:19:32Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-05T12:34:43Z
6,Sus,scrofa,Wild Boar,2021-09-30T04:10:53Z
6,NA,NA,Blank,2021-10-19T05:17:01Z
12,NA,NA,Blank,2021-10-17T17:56:52Z
13,NA,NA,Blank,2021-10-07T14:30:27Z
12,NA,NA,Blank,2021-10-09T17:10:54Z
11,Homo,sapiens,Human,2021-09-19T16:04:53Z
11,NA,NA,Blank,2021-10-25T13:08:24Z
11,NA,NA,Blank,2021-10-28T08:33:08Z
12,NA,NA,Blank,2021-09-22T18:45:33Z
12,Procyon,lotor,Northern Raccoon,2021-09-12T21:08:49Z
12,Capreolus,capreolus,European Roe Deer,2021-09-05T05:55:07Z
6,Procyon,lotor,Northern Raccoon,2021-09-07T05:55:47Z
6,Meles,meles,Eurasian Badger,2021-09-28T00:35:36Z
9,NA,NA,Blank,2021-09-11T07:08:36Z
9,Meles,meles,Eurasian Badger,2021-09-23T06:17:10Z
13,NA,NA,Blank,2021-10-15T03:30:13Z
12,NA,NA,Blank,2021-09-15T01:10:59Z
12,NA,NA,Blank,2021-09-13T08:55:06Z
11,NA,NA,Blank,2021-09-18T23:16:49Z
9,NA,NA,Blank,2021-10-26T13:45:31Z
11,NA,NA,Bird,2021-10-07T11:45:42Z
3,Homo,sapiens,Human,2021-10-23T19:06:34Z
3,Homo,sapiens,Human,2021-10-24T17:02:06Z
4,NA,NA,Blank,2021-08-31T14:45:08Z
4,NA,NA,Bird,2021-09-19T14:31:20Z
4,NA,NA,Blank,2021-09-30T13:26:40Z
4,NA,NA,Bird,2021-10-04T12:01:52Z
4,NA,NA,Bird,2021-10-04T14:29:52Z
11,Vulpes,vulpes,Red Fox,2021-09-21T01:01:00Z
11,NA,NA,Bird,2021-09-22T11:20:44Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-07T14:53:35Z
9,NA,NA,Blank,2021-10-26T14:04:16Z
9,NA,NA,Blank,2021-10-23T13:52:54Z
4,NA,NA,Bird,2021-10-11T10:06:37Z
9,NA,NA,Blank,2021-10-06T00:52:07Z
4,NA,NA,Bird,2021-10-21T17:03:31Z
9,NA,NA,Blank,2021-10-23T13:30:35Z
9,Meles,meles,Eurasian Badger,2021-10-23T19:44:33Z
12,Vulpes,vulpes,Red Fox,2021-10-15T02:27:08Z
4,NA,NA,Blank,2021-10-08T06:31:08Z
9,Sus,scrofa,Wild Boar,2021-10-04T04:30:55Z
9,Meles,meles,Eurasian Badger,2021-09-21T20:12:40Z
9,Meles,meles,Eurasian Badger,2021-09-21T22:33:37Z
10,Homo,sapiens,Human,2021-10-29T11:45:58Z
10,NA,NA,Blank,2021-10-18T22:51:35Z
10,NA,NA,Bird,2021-09-05T16:53:04Z
10,NA,NA,Bird,2021-09-17T06:45:44Z
10,NA,NA,Bird,2021-09-05T10:34:22Z
10,NA,NA,Bird,2021-09-25T11:58:27Z
10,NA,NA,Bird,2021-10-11T13:39:12Z
10,NA,NA,Bird,2021-10-04T07:23:42Z
10,NA,NA,Bird,2021-10-03T07:07:31Z
10,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-10T14:29:53Z
10,NA,NA,Bird,2021-09-06T14:53:33Z
10,NA,NA,Bird,2021-09-14T08:16:19Z
10,NA,NA,Bird,2021-09-22T08:40:04Z
10,NA,NA,Bird,2021-10-01T13:29:39Z
10,NA,NA,Blank,2021-09-06T06:20:33Z
10,NA,NA,Blank,2021-09-06T12:25:56Z
10,NA,NA,Bird,2021-09-07T10:13:28Z
10,NA,NA,Blank,2021-10-08T11:37:17Z
10,NA,NA,Blank,2021-09-07T13:10:05Z
10,Sus,scrofa,Wild Boar,2021-10-03T08:01:43Z
10,NA,NA,Blank,2021-09-16T07:24:28Z
10,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-21T16:18:27Z
10,NA,NA,Blank,2021-09-30T13:17:48Z
10,NA,NA,Blank,2021-09-25T11:29:27Z
10,NA,NA,Blank,2021-09-24T12:50:11Z
9,Vulpes,vulpes,Red Fox,2021-09-12T02:15:31Z
10,Procyon,lotor,Northern Raccoon,2021-10-28T19:14:09Z
10,Vulpes,vulpes,Red Fox,2021-10-01T02:27:09Z
2,NA,NA,Carnivorous Mammal,2021-09-21T20:27:03Z
12,Meles,meles,Eurasian Badger,2021-09-19T00:21:18Z
13,Procyon,lotor,Northern Raccoon,2021-10-10T06:07:56Z
12,Meles,meles,Eurasian Badger,2021-09-17T02:33:05Z
11,Meles,meles,Eurasian Badger,2021-09-22T04:47:46Z
11,Felis,catus,Domestic Cat,2021-10-20T06:04:22Z
11,Procyon,lotor,Northern Raccoon,2021-10-24T06:01:56Z
9,NA,NA,Blank,2021-09-24T06:14:55Z
9,NA,NA,Blank,2021-09-27T06:27:04Z
9,Vulpes,vulpes,Red Fox,2021-10-13T22:01:25Z
4,Procyon,lotor,Northern Raccoon,2021-10-16T06:58:05Z
1,NA,NA,Blank,2021-09-01T06:09:11Z
1,Sus,scrofa,Wild Boar,2021-09-26T06:08:26Z
1,Parus,major,NA,2021-10-09T12:32:05Z
5,Homo,sapiens,Human,2021-09-18T14:40:01Z
7,Homo,sapiens,Human,2021-09-10T18:20:09Z
7,Homo,sapiens,Human,2021-10-08T15:03:26Z
7,Homo,sapiens,Human,2021-10-08T15:08:54Z
7,Homo,sapiens,Human,2021-10-23T12:38:41Z
8,Capreolus,capreolus,European Roe Deer,2021-10-12T20:00:38Z
8,NA,NA,Blank,2021-10-25T14:31:33Z
7,NA,NA,Blank,2021-10-09T14:15:45Z
7,NA,NA,Blank,2021-10-28T12:11:20Z
8,Procyon,lotor,Northern Raccoon,2021-09-03T20:27:47Z
6,Homo,sapiens,Human,2021-10-29T11:54:09Z
6,Vulpes,vulpes,Red Fox,2021-10-18T13:55:30Z
6,Vulpes,vulpes,Red Fox,2021-10-18T14:45:37Z
6,NA,NA,Blank,2021-09-11T20:20:22Z
13,Homo,sapiens,Human,2021-10-29T12:07:36Z
2,NA,NA,Blank,2021-10-21T06:22:07Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-22T10:55:51Z
13,Vulpes,vulpes,Red Fox,2021-09-10T00:52:06Z
5,NA,NA,Blank,2021-09-08T12:57:03Z
5,Capreolus,capreolus,European Roe Deer,2021-09-11T06:55:55Z
5,Capreolus,capreolus,European Roe Deer,2021-08-28T21:17:12Z
7,Vulpes,vulpes,Red Fox,2021-09-16T03:05:47Z
8,NA,NA,Blank,2021-09-10T01:01:12Z
8,Sus,scrofa,Wild Boar,2021-09-16T06:32:35Z
6,NA,NA,Blank,2021-10-15T13:46:34Z
6,NA,NA,Blank,2021-10-16T02:41:22Z
6,NA,NA,Blank,2021-10-16T19:18:35Z
6,NA,NA,Bird,2021-10-17T08:04:46Z
6,NA,NA,Blank,2021-10-18T01:11:54Z
13,NA,NA,Blank,2021-10-26T20:40:28Z
13,NA,NA,Blank,2021-10-17T08:00:55Z
13,NA,NA,Blank,2021-10-25T21:47:14Z
6,NA,NA,Blank,2021-10-20T15:09:39Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-10T17:35:57Z
6,Procyon,lotor,Northern Raccoon,2021-10-13T06:13:35Z
7,NA,NA,Blank,2021-10-01T22:23:01Z
12,Capreolus,capreolus,European Roe Deer,2021-10-16T22:20:03Z
6,NA,NA,Blank,2021-09-26T17:44:03Z
6,NA,NA,Blank,2021-10-04T06:11:32Z
6,NA,NA,Blank,2021-10-04T08:38:59Z
6,NA,NA,Blank,2021-10-06T16:52:14Z
7,NA,NA,Blank,2021-09-25T11:17:48Z
7,NA,NA,Blank,2021-09-28T18:33:48Z
12,NA,NA,Blank,2021-10-03T12:16:05Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-04T13:17:37Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-05T13:52:27Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-08T16:19:13Z
6,NA,NA,Blank,2021-09-30T20:59:31Z
12,NA,NA,Blank,2021-10-12T10:49:32Z
12,NA,NA,Blank,2021-10-11T11:08:55Z
11,Homo,sapiens,Human,2021-10-29T10:28:40Z
11,NA,NA,Blank,2021-10-24T10:49:36Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-17T10:21:40Z
13,NA,NA,Blank,2021-09-20T12:39:17Z
13,NA,NA,Blank,2021-10-08T21:46:25Z
6,Canis,familiaris,Domestic Dog,2021-09-20T12:33:51Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-06T15:50:48Z
7,Canis,familiaris,Domestic Dog,2021-09-24T18:47:09Z
7,Homo,sapiens,Human,2021-09-24T18:47:09Z
12,NA,NA,Blank,2021-10-06T00:28:31Z
9,Homo,sapiens,Human,2021-08-27T10:36:30Z
9,Homo,sapiens,Human,2021-08-29T12:33:18Z
9,NA,NA,Blank,2021-10-15T07:40:07Z
9,NA,NA,Blank,2021-10-28T09:42:15Z
9,NA,NA,Blank,2021-10-28T10:13:28Z
12,Capreolus,capreolus,European Roe Deer,2021-09-09T04:59:16Z
12,NA,NA,Blank,2021-09-05T20:53:31Z
12,NA,NA,Blank,2021-09-12T06:57:35Z
3,NA,NA,Blank,2021-10-16T07:46:22Z
4,NA,NA,Bird,2021-09-01T16:26:08Z
4,NA,NA,Blank,2021-09-09T17:41:32Z
4,NA,NA,Bird,2021-09-10T13:20:47Z
4,NA,NA,Bird,2021-09-13T10:59:30Z
4,NA,NA,Blank,2021-09-30T21:22:31Z
4,NA,NA,Bird,2021-09-13T14:50:38Z
4,NA,NA,Blank,2021-09-29T04:42:20Z
11,NA,NA,Blank,2021-10-18T11:00:01Z
12,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-27T12:39:25Z
3,Capreolus,capreolus,European Roe Deer,2021-09-01T09:32:55Z
3,Homo,sapiens,Human,2021-08-27T11:04:07Z
3,NA,NA,Blank,2021-09-22T10:54:55Z
9,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-07T08:18:18Z
3,NA,NA,Blank,2021-09-25T10:43:20Z
4,NA,NA,Bird,2021-10-07T12:05:56Z
9,Meles,meles,Eurasian Badger,2021-10-10T20:27:03Z
4,Canis,familiaris,Domestic Dog,2021-10-15T11:53:09Z
4,NA,NA,Blank,2021-10-28T22:49:50Z
9,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-09T09:24:14Z
9,Vulpes,vulpes,Red Fox,2021-10-23T02:36:33Z
4,Vulpes,vulpes,Red Fox,2021-10-12T19:20:22Z
10,NA,NA,Bird,2021-09-05T09:48:55Z
10,NA,NA,Bird,2021-09-15T14:16:15Z
10,NA,NA,Bird,2021-09-14T15:32:28Z
10,NA,NA,Bird,2021-09-11T15:29:57Z
10,NA,NA,Bird,2021-09-05T06:19:17Z
10,NA,NA,Bird,2021-09-20T14:48:49Z
10,NA,NA,Blank,2021-10-20T18:05:53Z
10,NA,NA,Blank,2021-09-03T20:20:58Z
10,NA,NA,Blank,2021-09-07T09:59:29Z
10,NA,NA,Bird,2021-09-19T19:21:25Z
10,Capreolus,capreolus,European Roe Deer,2021-09-20T08:21:29Z
10,NA,NA,Blank,2021-10-21T14:00:49Z
10,NA,NA,Blank,2021-09-26T09:40:34Z
10,NA,NA,Blank,2021-09-14T09:23:15Z
10,NA,NA,Blank,2021-09-26T09:48:03Z
10,NA,NA,Blank,2021-09-14T07:08:31Z
9,No CV Result,No CV Result,No CV Result,2021-09-30T06:43:28Z
10,NA,NA,Blank,2021-10-23T01:36:15Z
10,NA,NA,Blank,2021-10-07T05:54:07Z
10,Vulpes,vulpes,Red Fox,2021-10-01T07:25:24Z
12,Meles,meles,Eurasian Badger,2021-09-02T01:31:26Z
12,Meles,meles,Eurasian Badger,2021-09-19T00:22:26Z
11,Meles,meles,Eurasian Badger,2021-09-21T05:33:04Z
9,Vulpes,vulpes,Red Fox,2021-09-22T02:12:46Z
9,Meles,meles,Eurasian Badger,2021-09-27T23:56:51Z
9,Martes,martes,Pine Marten,2021-10-06T01:30:13Z
9,Meles,meles,Eurasian Badger,2021-10-11T06:50:02Z
9,Sus,scrofa,Wild Boar,2021-10-12T22:37:37Z
8,Procyon,lotor,Northern Raccoon,2021-10-21T21:59:03Z
3,Sus,scrofa,Wild Boar,2021-10-15T03:56:40Z
3,Capreolus,capreolus,European Roe Deer,2021-10-14T20:13:42Z
1,Capreolus,capreolus,European Roe Deer,2021-09-01T01:02:40Z
1,Parus,major,NA,2021-10-04T09:04:55Z
1,Parus,major,NA,2021-10-23T15:34:26Z
7,Homo,sapiens,Human,2021-10-04T13:31:18Z
7,Homo,sapiens,Human,2021-10-10T13:49:07Z
7,Homo,sapiens,Human,2021-10-24T10:45:13Z
7,NA,NA,Blank,2021-09-14T09:38:14Z
8,Capreolus,capreolus,European Roe Deer,2021-10-16T19:07:13Z
8,Vulpes,vulpes,Red Fox,2021-10-24T01:56:22Z
7,NA,NA,Blank,2021-10-25T18:53:39Z
6,NA,NA,Bird,2021-10-18T14:49:35Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-01T16:52:17Z
13,NA,NA,Bird,2021-09-22T07:44:26Z
13,NA,NA,Blank,2021-09-25T21:48:35Z
13,NA,NA,Blank,2021-09-26T15:59:55Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-28T13:35:34Z
13,Vulpes,vulpes,Red Fox,2021-09-08T03:54:15Z
13,NA,NA,Blank,2021-09-10T01:27:00Z
5,Capreolus,capreolus,European Roe Deer,2021-10-10T09:59:24Z
6,NA,NA,Blank,2021-09-01T13:07:39Z
6,Vulpes,vulpes,Red Fox,2021-09-02T06:28:13Z
6,Capreolus,capreolus,European Roe Deer,2021-09-05T20:23:38Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-18T11:12:50Z
6,Sus,scrofa,Wild Boar,2021-09-20T01:17:11Z
7,NA,NA,Blank,2021-09-13T22:09:18Z
7,NA,NA,Blank,2021-09-14T09:43:59Z
13,Felis,silvestris,Wild Cat,2021-09-01T01:04:35Z
6,NA,NA,Blank,2021-10-18T06:41:24Z
13,NA,NA,Blank,2021-10-16T07:10:28Z
13,NA,NA,Bird,2021-10-25T11:44:08Z
6,NA,NA,Blank,2021-10-12T10:08:26Z
13,NA,NA,Blank,2021-10-07T16:50:43Z
13,NA,NA,Blank,2021-10-12T07:55:53Z
6,Capreolus,capreolus,European Roe Deer,2021-09-30T21:24:49Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-13T14:42:33Z
12,NA,NA,Blank,2021-09-02T07:51:28Z
12,NA,NA,Blank,2021-09-11T20:30:57Z
12,NA,NA,Blank,2021-10-15T18:18:34Z
12,NA,NA,Blank,2021-10-26T08:53:20Z
12,NA,NA,Blank,2021-10-26T18:54:33Z
8,NA,NA,Blank,2021-09-19T20:05:15Z
13,NA,NA,Blank,2021-09-12T09:35:54Z
13,NA,NA,Blank,2021-09-17T21:56:37Z
12,NA,NA,Blank,2021-09-09T11:38:39Z
6,NA,NA,Blank,2021-09-26T08:47:38Z
6,NA,NA,Blank,2021-09-30T03:36:04Z
6,NA,NA,Blank,2021-10-05T14:01:00Z
13,NA,NA,Blank,2021-10-04T14:51:54Z
12,NA,NA,Blank,2021-09-27T08:49:11Z
13,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-07T12:23:39Z
7,Homo,sapiens,Human,2021-09-27T18:12:15Z
6,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-29T13:01:04Z
13,NA,NA,Blank,2021-10-14T15:38:34Z
13,NA,NA,Blank,2021-10-23T06:23:33Z
11,NA,NA,Blank,2021-09-10T17:47:57Z
11,NA,NA,Bird,2021-10-24T10:48:02Z
13,Vulpes,vulpes,Red Fox,2021-09-19T04:10:50Z
6,Martes,martes,Pine Marten,2021-10-10T06:07:11Z
6,Vulpes,vulpes,Red Fox,2021-09-28T07:58:41Z
7,NA,NA,Blank,2021-09-23T23:17:35Z
12,Sciurus,vulgaris,Eurasian Red Squirrel,2021-09-20T11:23:06Z
9,Sus,scrofa,Wild Boar,2021-10-27T21:45:21Z
13,Procyon,lotor,Northern Raccoon,2021-09-17T02:22:58Z
12,NA,NA,Blank,2021-09-13T20:41:42Z
4,Homo,sapiens,Human,2021-10-29T11:00:28Z
12,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-20T08:20:20Z
4,NA,NA,Bird,2021-09-01T12:49:23Z
4,NA,NA,Bird,2021-09-09T09:00:18Z
4,NA,NA,Blank,2021-09-13T10:23:25Z
4,NA,NA,Blank,2021-09-19T21:09:51Z
4,Capreolus,capreolus,European Roe Deer,2021-09-20T07:42:21Z
4,NA,NA,Blank,2021-09-21T15:43:23Z
4,NA,NA,Blank,2021-09-21T11:39:15Z
4,NA,NA,Bird,2021-10-04T13:17:59Z
11,NA,NA,Bird,2021-09-22T11:26:22Z
11,NA,NA,Bird,2021-10-23T10:50:33Z
4,NA,NA,Blank,2021-10-11T15:35:29Z
4,NA,NA,Bird,2021-10-11T15:33:18Z
9,NA,NA,Blank,2021-10-14T13:39:29Z
9,NA,NA,Blank,2021-10-05T10:04:45Z
9,NA,NA,Bird,2021-10-05T18:45:57Z
9,NA,NA,Bird,2021-10-06T16:54:13Z
9,Capreolus,capreolus,European Roe Deer,2021-10-16T18:52:29Z
9,NA,NA,Bird,2021-10-17T11:18:56Z
9,Meles,meles,Eurasian Badger,2021-10-17T19:57:40Z
4,NA,NA,Blank,2021-10-26T09:19:42Z
9,NA,NA,Blank,2021-09-15T10:38:23Z
4,NA,NA,Blank,2021-09-16T09:37:35Z
3,Capreolus,capreolus,European Roe Deer,2021-10-18T02:53:04Z
9,Procyon,lotor,Northern Raccoon,2021-09-17T05:24:21Z
4,NA,NA,Blank,2021-10-10T23:24:13Z
4,Procyon,lotor,Northern Raccoon,2021-10-13T19:28:40Z
10,Vulpes,vulpes,Red Fox,2021-10-28T13:41:13Z
10,NA,NA,Bird,2021-09-02T10:36:28Z
10,NA,NA,Bird,2021-09-04T15:06:13Z
10,NA,NA,Bird,2021-09-05T14:43:15Z
10,NA,NA,Bird,2021-09-17T06:42:16Z
10,NA,NA,Bird,2021-10-03T07:11:52Z
10,Sus,scrofa,Wild Boar,2021-10-08T08:33:03Z
10,Sciurus,vulgaris,Eurasian Red Squirrel,2021-10-02T13:46:58Z
10,Sus,scrofa,Wild Boar,2021-10-17T05:50:04Z
10,NA,NA,Blank,2021-10-26T12:57:04Z
10,NA,NA,Bird,2021-10-01T07:00:21Z
10,NA,NA,Blank,2021-09-08T14:04:34Z
10,NA,NA,Blank,2021-09-18T18:45:20Z
10,Sus,scrofa,Wild Boar,2021-10-08T08:35:00Z
10,NA,NA,Blank,2021-09-23T16:56:01Z
10,NA,NA,Bird,2021-10-04T16:11:27Z
10,NA,NA,Blank,2021-10-09T01:55:59Z
10,NA,NA,Blank,2021-09-24T07:15:15Z
10,NA,NA,Blank,2021-10-10T16:26:21Z
9,Meles,meles,Eurasian Badger,2021-09-27T04:56:15Z
10,NA,NA,Blank,2021-10-02T01:41:20Z
13,Procyon,lotor,Northern Raccoon,2021-09-07T21:17:42Z
12,No CV Result,No CV Result,No CV Result,2021-09-30T19:52:49Z
1,Sus,scrofa,Wild Boar,2021-10-11T06:00:24Z
11,Procyon,lotor,Northern Raccoon,2021-09-19T04:15:34Z
12,No CV Result,No CV Result,No CV Result,2021-10-15T00:38:57Z
9,NA,NA,Blank,2021-08-29T06:57:37Z
13,Martes,martes,Pine Marten,2021-10-19T00:30:54Z
9,Meles,meles,Eurasian Badger,2021-09-22T06:10:28Z
9,Meles,meles,Eurasian Badger,2021-09-24T05:25:39Z
9,Vulpes,vulpes,Red Fox,2021-10-04T06:14:46Z
4,Procyon,lotor,Northern Raccoon,2021-10-01T06:01:54Z
4,NA,NA,Blank,2021-10-07T06:02:35Z
